phage,batch,time,replicate,line,temperature,pfu,dilution,pfu_ml
LUZ19,1,8,1,F_evo,37,23,-8,2.30E+11
LUZ19,1,8,2,F_evo,37,27,-8,2.70E+11
LUZ19,1,8,3,F_evo,37,26,-8,2.60E+11
LUZ19,1,8,4,F_evo,37,27,-8,2.70E+11
LUZ19,1,8,5,F_evo,37,24,-8,2.40E+11
LUZ19,1,8,6,F_evo,37,29,-8,2.90E+11
LUZ19,1,8,1,F_evo,42,16,-8,1.60E+11
LUZ19,1,8,2,F_evo,42,19,-8,1.90E+11
LUZ19,1,8,3,F_evo,42,13,-8,1.30E+11
LUZ19,1,8,4,F_evo,42,31,-8,3.10E+11
LUZ19,1,8,5,F_evo,42,32,-8,3.20E+11
LUZ19,1,8,6,F_evo,42,29,-8,2.90E+11
LUZ19,2,8,1,F_evo,37,28,-8,2.80E+11
LUZ19,2,8,2,F_evo,37,20,-8,2.00E+11
LUZ19,2,8,3,F_evo,37,32,-8,3.20E+11
LUZ19,2,8,4,F_evo,37,23,-8,2.30E+11
LUZ19,2,8,5,F_evo,37,16,-8,1.60E+11
LUZ19,2,8,6,F_evo,37,20,-8,2.00E+11
LUZ19,2,8,1,F_evo,42,23,-8,2.30E+11
LUZ19,2,8,2,F_evo,42,25,-8,2.50E+11
LUZ19,2,8,3,F_evo,42,21,-8,2.10E+11
LUZ19,2,8,4,F_evo,42,21,-8,2.10E+11
LUZ19,2,8,5,F_evo,42,23,-8,2.30E+11
LUZ19,2,8,6,F_evo,42,29,-8,2.90E+11
LUZ19,3,8,1,F_evo,37,33,-8,3.30E+11
LUZ19,3,8,2,F_evo,37,29,-8,2.90E+11
LUZ19,3,8,3,F_evo,37,26,-8,2.60E+11
LUZ19,3,8,4,F_evo,37,21,-8,2.10E+11
LUZ19,3,8,5,F_evo,37,26,-8,2.60E+11
LUZ19,3,8,6,F_evo,37,21,-8,2.10E+11
LUZ19,3,8,1,F_evo,42,32,-8,3.20E+11
LUZ19,3,8,2,F_evo,42,21,-8,2.10E+11
LUZ19,3,8,3,F_evo,42,21,-8,2.10E+11
LUZ19,3,8,4,F_evo,42,15,-8,1.50E+11
LUZ19,3,8,5,F_evo,42,18,-8,1.80E+11
LUZ19,3,8,6,F_evo,42,17,-8,1.70E+11
phage14,1,0,1,F_evo,37,,,10000
phage14,1,0,2,F_evo,37,,,10000
phage14,1,0,3,F_evo,37,,,10000
phage14,1,0,4,F_evo,37,,,10000
phage14,1,0,5,F_evo,37,,,10000
phage14,1,0,6,F_evo,37,,,10000
phage14,1,0,1,F_evo,42,,,10000
phage14,1,0,2,F_evo,42,,,10000
phage14,1,0,3,F_evo,42,,,10000
phage14,1,0,4,F_evo,42,,,10000
phage14,1,0,5,F_evo,42,,,10000
phage14,1,0,6,F_evo,42,,,10000
phage14,1,2,1,F_evo,37,45,-3,4500000
phage14,1,2,2,F_evo,37,55,-2,550000
phage14,1,2,3,F_evo,37,41,-2,410000
phage14,1,2,4,F_evo,37,136,-2,1360000
phage14,1,2,5,F_evo,37,123,-2,1230000
phage14,1,2,6,F_evo,37,122,-2,1220000
phage14,1,2,1,F_evo,42,42,-1,42000
phage14,1,2,2,F_evo,42,3,0,300
phage14,1,2,3,F_evo,42,8,0,800
phage14,1,2,4,F_evo,42,3,0,300
phage14,1,2,5,F_evo,42,2,0,200
phage14,1,2,6,F_evo,42,3,0,300
phage14,1,4,1,F_evo,37,41,-5,410000000
phage14,1,4,2,F_evo,37,50,-5,500000000
phage14,1,4,3,F_evo,37,63,-5,630000000
phage14,1,4,4,F_evo,37,99,-5,990000000
phage14,1,4,5,F_evo,37,100,-5,1000000000
phage14,1,4,6,F_evo,37,79,-5,790000000
phage14,1,4,1,F_evo,42,90,-2,900000
phage14,1,4,2,F_evo,42,106,-2,1060000
phage14,1,4,3,F_evo,42,76,-1,76000
phage14,1,4,4,F_evo,42,124,-1,124000
phage14,1,4,5,F_evo,42,25,-1,25000
phage14,1,4,6,F_evo,42,93,-2,930000
phage14,1,8,1,F_evo,37,89,-6,8900000000
phage14,1,8,2,F_evo,37,91,-6,9100000000
phage14,1,8,3,F_evo,37,126,-6,12600000000
phage14,1,8,4,F_evo,37,124,-6,12400000000
phage14,1,8,5,F_evo,37,112,-6,11200000000
phage14,1,8,6,F_evo,37,148,-6,14800000000
phage14,1,8,1,F_evo,42,140,-6,14000000000
phage14,1,8,2,F_evo,42,113,-6,11300000000
phage14,1,8,3,F_evo,42,132,-5,1320000000
phage14,1,8,4,F_evo,42,99,-6,9900000000
phage14,1,8,5,F_evo,42,78,-5,780000000
phage14,1,8,6,F_evo,42,185,-5,1850000000
phage14,2,0,1,F_evo,37,,,10000
phage14,2,0,2,F_evo,37,,,10000
phage14,2,0,3,F_evo,37,,,10000
phage14,2,0,4,F_evo,37,,,10000
phage14,2,0,5,F_evo,37,,,10000
phage14,2,0,6,F_evo,37,,,10000
phage14,2,0,1,F_evo,42,,,10000
phage14,2,0,2,F_evo,42,,,10000
phage14,2,0,3,F_evo,42,,,10000
phage14,2,0,4,F_evo,42,,,10000
phage14,2,0,5,F_evo,42,,,10000
phage14,2,0,6,F_evo,42,,,10000
phage14,2,4,1,F_evo,37,47,-5,470000000
phage14,2,4,2,F_evo,37,81,-5,810000000
phage14,2,4,3,F_evo,37,30,-5,300000000
phage14,2,4,4,F_evo,37,76,-5,760000000
phage14,2,4,5,F_evo,37,64,-5,640000000
phage14,2,4,6,F_evo,37,36,-5,360000000
phage14,2,4,1,F_evo,42,46,-2,460000
phage14,2,4,2,F_evo,42,61,-2,610000
phage14,2,4,3,F_evo,42,61,-1,61000
phage14,2,4,4,F_evo,42,56,-1,56000
phage14,2,4,5,F_evo,42,57,-1,57000
phage14,2,4,6,F_evo,42,198,-1,198000
phage14,2,8,1,F_evo,37,105,-6,10500000000
phage14,2,8,2,F_evo,37,106,-6,10600000000
phage14,2,8,3,F_evo,37,95,-6,9500000000
phage14,2,8,4,F_evo,37,108,-6,10800000000
phage14,2,8,5,F_evo,37,190,-6,19000000000
phage14,2,8,6,F_evo,37,112,-6,11200000000
phage14,2,8,1,F_evo,42,77,-6,7700000000
phage14,2,8,2,F_evo,42,128,-5,1280000000
phage14,2,8,3,F_evo,42,134,-5,1340000000
phage14,2,8,4,F_evo,42,107,-5,1070000000
phage14,2,8,5,F_evo,42,28,-5,280000000
phage14,2,8,6,F_evo,42,104,-5,1040000000
phage14,3,0,1,F_evo,37,,,10000
phage14,3,0,2,F_evo,37,,,10000
phage14,3,0,3,F_evo,37,,,10000
phage14,3,0,4,F_evo,37,,,10000
phage14,3,0,5,F_evo,37,,,10000
phage14,3,0,6,F_evo,37,,,10000
phage14,3,0,1,F_evo,42,,,10000
phage14,3,0,2,F_evo,42,,,10000
phage14,3,0,3,F_evo,42,,,10000
phage14,3,0,4,F_evo,42,,,10000
phage14,3,0,5,F_evo,42,,,10000
phage14,3,0,6,F_evo,42,,,10000
phage14,3,4,1,F_evo,37,47,-5,470000000
phage14,3,4,2,F_evo,37,76,-5,760000000
phage14,3,4,3,F_evo,37,75,-5,750000000
phage14,3,4,4,F_evo,37,70,-5,700000000
phage14,3,4,5,F_evo,37,49,-5,490000000
phage14,3,4,6,F_evo,37,69,-5,690000000
phage14,3,4,1,F_evo,42,210,-1,210000
phage14,3,4,2,F_evo,42,138,-1,138000
phage14,3,4,3,F_evo,42,73,-1,73000
phage14,3,4,4,F_evo,42,54,-1,54000
phage14,3,4,5,F_evo,42,12,-1,12000
phage14,3,4,6,F_evo,42,80,-1,80000
phage14,3,8,1,F_evo,37,125,-6,12500000000
phage14,3,8,2,F_evo,37,57,-6,5700000000
phage14,3,8,3,F_evo,37,99,-6,9900000000
phage14,3,8,4,F_evo,37,155,-6,15500000000
phage14,3,8,5,F_evo,37,89,-6,8900000000
phage14,3,8,6,F_evo,37,138,-6,13800000000
phage14,3,8,1,F_evo,42,52,-5,520000000
phage14,3,8,2,F_evo,42,66,-5,660000000
phage14,3,8,3,F_evo,42,69,-5,690000000
phage14,3,8,4,F_evo,42,64,-5,640000000
phage14,3,8,5,F_evo,42,9,-5,90000000
phage14,3,8,6,F_evo,42,24,-5,240000000
