Biol_rep,Phage,Rep,Evolved_line,Temperature,Competition,pfu,dil,PFU_ml
1,14_1,2,F,37,Comp,21,-4,21000000
1,14_1,3,F,37,Comp,61,-4,61000000
1,14_1,4,F,37,Comp,51,-4,51000000
1,14_1,5,F,37,Comp,50,-4,50000000
1,14_1,6,F,37,Comp,38,-4,38000000
1,14_1,1,FC,37,Comp,68,-4,68000000
1,14_1,2,FC,37,Comp,77,-4,77000000
1,14_1,3,FC,37,Comp,77,-4,77000000
1,14_1,4,FC,37,Comp,79,-4,79000000
1,14_1,5,FC,37,Comp,66,-4,66000000
1,14_1,6,FC,37,Comp,61,-4,61000000
1,14_1,1,37,42,Comp,30,-3,3000000
1,14_1,2,37,42,Comp,21,-3,2100000
1,14_1,3,37,42,Comp,42,-3,4200000
1,14_1,4,37,42,Comp,36,-3,3600000
1,14_1,5,37,42,Comp,30,-3,3000000
1,14_1,6,37,42,Comp,28,-3,2800000
1,14_1,1,42,42,Comp,19,-3,1900000
1,14_1,2,42,42,Comp,17,-3,1700000
1,14_1,3,42,42,Comp,20,-3,2000000
1,14_1,4,42,42,Comp,17,-3,1700000
1,14_1,5,42,42,Comp,27,-3,2700000
1,14_1,6,42,42,Comp,16,-3,1600000
1,14_1,1,37C,42,Comp,31,-3,3100000
1,14_1,2,37C,42,Comp,21,-3,2100000
1,14_1,3,37C,42,Comp,28,-3,2800000
1,14_1,4,37C,42,Comp,39,-3,3900000
1,14_1,5,37C,42,Comp,37,-3,3700000
1,14_1,6,37C,42,Comp,33,-3,3300000
1,14_1,1,42C,42,Comp,32,-3,3200000
1,14_1,2,42C,42,Comp,38,-3,3800000
1,14_1,3,42C,42,Comp,42,-3,4200000
1,14_1,4,42C,42,Comp,29,-3,2900000
1,14_1,5,42C,42,Comp,43,-3,4300000
1,14_1,6,42C,42,Comp,21,-3,2100000
1,14_1,NA,Ancestor,42,No_comp,28,-3,2800000
1,14_1,NA,Ancestor,42,No_comp,26,-3,2600000
1,14_1,NA,Ancestor,42,No_comp,33,-3,3300000
1,14_1,NA,Ancestor,42,Comp,17,-3,1700000
1,14_1,NA,Ancestor,42,Comp,13,-3,1300000
1,14_1,NA,Ancestor,42,Comp,15,-3,1500000
1,14_1,1,F,42,Comp,10,-3,1000000
1,14_1,2,F,42,Comp,16,-3,1600000
1,14_1,3,F,42,Comp,23,-3,2300000
1,14_1,4,F,42,Comp,12,-3,1200000
1,14_1,5,F,42,Comp,14,-3,1400000
1,14_1,6,F,42,Comp,24,-3,2400000
1,14_1,1,FC,42,Comp,29,-3,2900000
1,14_1,2,FC,42,Comp,36,-3,3600000
1,14_1,3,FC,42,Comp,28,-3,2800000
1,14_1,4,FC,42,Comp,22,-3,2200000
1,14_1,5,FC,42,Comp,23,-3,2300000
1,14_1,6,FC,42,Comp,20,-3,2000000
2,14_1,1,37,37,Comp,52,-4,52000000
2,14_1,2,37,37,Comp,4,-4,4000000
2,14_1,3,37,37,Comp,43,-4,43000000
2,14_1,4,37,37,Comp,49,-4,49000000
2,14_1,5,37,37,Comp,52,-4,52000000
2,14_1,6,37,37,Comp,52,-4,52000000
2,14_1,1,42,37,Comp,36,-4,36000000
2,14_1,2,42,37,Comp,41,-4,41000000
2,14_1,3,42,37,Comp,51,-4,51000000
2,14_1,4,42,37,Comp,42,-4,42000000
2,14_1,5,42,37,Comp,36,-4,36000000
2,14_1,6,42,37,Comp,44,-4,44000000
2,14_1,1,37C,37,Comp,29,-4,29000000
2,14_1,2,37C,37,Comp,31,-4,31000000
2,14_1,3,37C,37,Comp,21,-4,21000000
2,14_1,4,37C,37,Comp,37,-4,37000000
2,14_1,5,37C,37,Comp,23,-4,23000000
2,14_1,6,37C,37,Comp,33,-4,33000000
2,14_1,1,42C,37,Comp,59,-4,59000000
2,14_1,2,42C,37,Comp,39,-4,39000000
2,14_1,3,42C,37,Comp,42,-4,42000000
2,14_1,4,42C,37,Comp,24,-4,24000000
2,14_1,5,42C,37,Comp,37,-4,37000000
2,14_1,6,42C,37,Comp,46,-4,46000000
2,14_1,NA,Ancestor,37,No_comp,27,-5,270000000
2,14_1,NA,Ancestor,37,No_comp,61,-5,610000000
2,14_1,NA,Ancestor,37,No_comp,51,-5,510000000
2,14_1,NA,Ancestor,37,Comp,48,-4,48000000
2,14_1,NA,Ancestor,37,Comp,53,-4,53000000
2,14_1,NA,Ancestor,37,Comp,26,-4,26000000
2,14_1,1,F,37,Comp,42,-4,42000000
2,14_1,2,F,37,Comp,30,-4,30000000
2,14_1,3,F,37,Comp,49,-4,49000000
2,14_1,4,F,37,Comp,41,-4,41000000
2,14_1,5,F,37,Comp,42,-4,42000000
2,14_1,6,F,37,Comp,27,-4,27000000
2,14_1,1,FC,37,Comp,54,-4,54000000
2,14_1,2,FC,37,Comp,63,-4,63000000
2,14_1,3,FC,37,Comp,47,-4,47000000
2,14_1,4,FC,37,Comp,46,-4,46000000
2,14_1,5,FC,37,Comp,53,-4,53000000
2,14_1,6,FC,37,Comp,54,-4,54000000
2,14_1,1,37,42,Comp,32,-3,3200000
2,14_1,2,37,42,Comp,28,-3,2800000
2,14_1,3,37,42,Comp,29,-3,2900000
2,14_1,4,37,42,Comp,37,-3,3700000
2,14_1,5,37,42,Comp,26,-3,2600000
2,14_1,6,37,42,Comp,30,-3,3000000
2,14_1,1,42,42,Comp,32,-3,3200000
2,14_1,2,42,42,Comp,34,-3,3400000
2,14_1,3,42,42,Comp,36,-3,3600000
2,14_1,4,42,42,Comp,29,-3,2900000
2,14_1,5,42,42,Comp,27,-3,2700000
2,14_1,6,42,42,Comp,26,-3,2600000
2,14_1,1,37C,42,Comp,23,-3,2300000
2,14_1,2,37C,42,Comp,23,-3,2300000
2,14_1,3,37C,42,Comp,29,-3,2900000
2,14_1,4,37C,42,Comp,32,-3,3200000
2,14_1,5,37C,42,Comp,27,-3,2700000
2,14_1,6,37C,42,Comp,28,-3,2800000
2,14_1,1,42C,42,Comp,27,-3,2700000
2,14_1,2,42C,42,Comp,35,-3,3500000
2,14_1,3,42C,42,Comp,30,-3,3000000
2,14_1,4,42C,42,Comp,32,-3,3200000
2,14_1,5,42C,42,Comp,39,-3,3900000
2,14_1,6,42C,42,Comp,37,-3,3700000
2,14_1,NA,Ancestor,42,No_comp,52,-3,5200000
2,14_1,NA,Ancestor,42,No_comp,39,-3,3900000
2,14_1,NA,Ancestor,42,No_comp,61,-3,6100000
2,14_1,NA,Ancestor,42,Comp,25,-3,2500000
2,14_1,NA,Ancestor,42,Comp,25,-3,2500000
2,14_1,NA,Ancestor,42,Comp,23,-3,2300000
2,14_1,1,F,42,Comp,23,-3,2300000
2,14_1,2,F,42,Comp,30,-3,3000000
2,14_1,3,F,42,Comp,31,-3,3100000
2,14_1,4,F,42,Comp,38,-3,3800000
2,14_1,5,F,42,Comp,32,-3,3200000
2,14_1,6,F,42,Comp,24,-3,2400000
2,14_1,1,FC,42,Comp,23,-3,2300000
2,14_1,2,FC,42,Comp,28,-3,2800000
2,14_1,3,FC,42,Comp,26,-3,2600000
2,14_1,4,FC,42,Comp,23,-3,2300000
2,14_1,5,FC,42,Comp,27,-3,2700000
2,14_1,6,FC,42,Comp,26,-3,2600000
3,14_1,1,37,37,Comp,70,-4,70000000
3,14_1,2,37,37,Comp,99,-4,99000000
3,14_1,3,37,37,Comp,74,-4,74000000
3,14_1,4,37,37,Comp,78,-4,78000000
3,14_1,5,37,37,Comp,59,-4,59000000
3,14_1,6,37,37,Comp,72,-4,72000000
3,14_1,1,42,37,Comp,73,-4,73000000
3,14_1,2,42,37,Comp,71,-4,71000000
3,14_1,3,42,37,Comp,80,-4,80000000
3,14_1,4,42,37,Comp,63,-4,63000000
3,14_1,5,42,37,Comp,61,-4,61000000
3,14_1,6,42,37,Comp,64,-4,64000000
3,14_1,1,37C,37,Comp,20,-4,20000000
3,14_1,2,37C,37,Comp,14,-4,14000000
3,14_1,3,37C,37,Comp,19,-4,19000000
3,14_1,4,37C,37,Comp,23,-4,23000000
3,14_1,5,37C,37,Comp,20,-4,20000000
3,14_1,6,37C,37,Comp,24,-4,24000000
3,14_1,1,42C,37,Comp,83,-4,83000000
3,14_1,2,42C,37,Comp,76,-4,76000000
3,14_1,3,42C,37,Comp,90,-4,90000000
3,14_1,4,42C,37,Comp,54,-4,54000000
3,14_1,5,42C,37,Comp,53,-4,53000000
3,14_1,6,42C,37,Comp,54,-4,54000000
3,14_1,NA,Ancestor,37,No_comp,31,-5,310000000
3,14_1,NA,Ancestor,37,No_comp,31,-5,310000000
3,14_1,NA,Ancestor,37,No_comp,41,-5,410000000
3,14_1,NA,Ancestor,37,Comp,116,-4,116000000
3,14_1,NA,Ancestor,37,Comp,96,-4,96000000
3,14_1,NA,Ancestor,37,Comp,99,-4,99000000
3,14_1,1,F,37,Comp,62,-4,62000000
3,14_1,2,F,37,Comp,50,-4,50000000
3,14_1,3,F,37,Comp,63,-4,63000000
3,14_1,4,F,37,Comp,57,-4,57000000
3,14_1,5,F,37,Comp,52,-4,52000000
3,14_1,6,F,37,Comp,33,-4,33000000
3,14_1,1,FC,37,Comp,75,-4,75000000
3,14_1,2,FC,37,Comp,87,-4,87000000
3,14_1,3,FC,37,Comp,87,-4,87000000
3,14_1,4,FC,37,Comp,57,-4,57000000
3,14_1,5,FC,37,Comp,69,-4,69000000
3,14_1,6,FC,37,Comp,76,-4,76000000
3,14_1,1,37,42,Comp,35,-3,3500000
3,14_1,2,37,42,Comp,39,-3,3900000
3,14_1,3,37,42,Comp,43,-3,4300000
3,14_1,4,37,42,Comp,33,-3,3300000
3,14_1,5,37,42,Comp,33,-3,3300000
3,14_1,6,37,42,Comp,37,-3,3700000
3,14_1,1,42,42,Comp,34,-3,3400000
3,14_1,2,42,42,Comp,39,-3,3900000
3,14_1,3,42,42,Comp,38,-3,3800000
3,14_1,4,42,42,Comp,34,-3,3400000
3,14_1,5,42,42,Comp,33,-3,3300000
3,14_1,6,42,42,Comp,37,-3,3700000
3,14_1,1,37C,42,Comp,26,-3,2600000
3,14_1,2,37C,42,Comp,39,-3,3900000
3,14_1,3,37C,42,Comp,26,-3,2600000
3,14_1,4,37C,42,Comp,42,-3,4200000
3,14_1,5,37C,42,Comp,30,-3,3000000
3,14_1,6,37C,42,Comp,27,-3,2700000
3,14_1,1,42C,42,Comp,42,-3,4200000
3,14_1,2,42C,42,Comp,42,-3,4200000
3,14_1,3,42C,42,Comp,39,-3,3900000
3,14_1,4,42C,42,Comp,42,-3,4200000
3,14_1,5,42C,42,Comp,42,-3,4200000
3,14_1,6,42C,42,Comp,37,-3,3700000
3,14_1,NA,Ancestor,42,No_comp,26,-3,2600000
3,14_1,NA,Ancestor,42,No_comp,26,-3,2600000
3,14_1,NA,Ancestor,42,No_comp,22,-3,2200000
3,14_1,NA,Ancestor,42,Comp,43,-3,4300000
3,14_1,NA,Ancestor,42,Comp,40,-3,4000000
3,14_1,NA,Ancestor,42,Comp,44,-3,4400000
3,14_1,1,F,42,Comp,34,-3,3400000
3,14_1,2,F,42,Comp,42,-3,4200000
3,14_1,3,F,42,Comp,43,-3,4300000
3,14_1,4,F,42,Comp,36,-3,3600000
3,14_1,5,F,42,Comp,34,-3,3400000
3,14_1,6,F,42,Comp,37,-3,3700000
3,14_1,1,FC,42,Comp,29,-3,2900000
3,14_1,2,FC,42,Comp,30,-3,3000000
3,14_1,3,FC,42,Comp,29,-3,2900000
3,14_1,4,FC,42,Comp,34,-3,3400000
3,14_1,5,FC,42,Comp,52,-3,5200000
3,14_1,6,FC,42,Comp,42,-3,4200000
